1;800000;0;0;605915;0;0;
2;925390;0;0;752335;0;0;
3;1101860;0;0;845355;0;0;
4;1104905;0;0;950905;0;0;
5;1216570;0;0;1031830;0;0;
6;1231290;0;0;1102450;0;0;
7;1273540;0;0;1158125;0;0;
8;1292655;0;0;1194730;0;0;
9;1308115;0;0;1215090;0;0;
10;1308115;0;0;1228060;0;0;
11;1319460;0;0;1234535;0;0;
12;1319460;0;0;1247055;0;0;
13;1319460;0;0;1254655;0;0;
14;1355885;0;0;1267150;0;0;
15;1355885;0;0;1273950;0;0;
16;1355885;0;0;1280795;0;0;
17;1355885;0;0;1284650;0;0;
18;1360490;0;0;1291000;0;0;
19;1360490;0;0;1299255;0;0;
20;1360490;0;0;1302035;0;0;
21;1360490;0;0;1305390;0;0;
22;1360490;0;0;1308115;0;0;
23;1360490;0;0;1309440;0;0;
24;1360490;0;0;1312100;0;0;
25;1360490;0;0;1312935;0;0;
26;1360490;0;0;1314800;0;0;
27;1360490;0;0;1319040;0;0;
28;1360490;0;0;1321425;0;0;
29;1360490;0;0;1325830;0;0;
30;1360490;0;0;1327695;0;0;
31;1360490;0;0;1330215;0;0;
32;1360490;0;0;1333225;0;0;
33;1360490;0;0;1334730;0;0;
34;1360490;0;0;1336710;0;0;
35;1360490;0;0;1337660;0;0;
36;1360915;0;0;1341615;0;0;
37;1360915;0;0;1341650;0;0;
38;1360915;0;0;1342875;0;0;
39;1361830;0;0;1344055;0;0;
40;1361830;0;0;1344900;0;0;
41;1364095;0;0;1345385;0;0;
42;1364095;0;0;1347645;0;0;
43;1364285;0;0;1348305;0;0;
44;1364450;0;0;1349010;0;0;
45;1366505;0;0;1350400;0;0;
46;1366505;0;0;1351185;0;0;
47;1368385;0;0;1351965;0;0;
48;1368385;0;0;1352565;0;0;
49;1368385;0;0;1353615;0;0;
50;1368485;0;0;1354390;0;0;
51;1374315;0;0;1355865;0;0;
52;1374315;0;0;1356795;0;0;
53;1376190;0;0;1357085;0;0;
54;1376190;0;0;1357695;0;0;
55;1376190;0;0;1358650;0;0;
56;1376190;0;0;1358965;0;0;
57;1376565;0;0;1360490;0;0;
58;1376565;0;0;1362070;0;0;
59;1376565;0;0;1363425;0;0;
60;1379265;0;0;1364285;0;0;
61;1379265;0;0;1364450;0;0;
62;1379265;0;0;1365855;0;0;
63;1379265;0;0;1366505;0;0;
64;1379265;0;0;1368720;0;0;
65;1379265;0;0;1369300;0;0;
66;1379775;0;0;1369925;0;0;
67;1379775;0;0;1370800;0;0;
68;1379775;0;0;1370990;0;0;
69;1379775;0;0;1371175;0;0;
70;1379775;0;0;1371565;0;0;
71;1379775;0;0;1372465;0;0;
72;1379775;0;0;1372935;0;0;
73;1379775;0;0;1373045;0;0;
74;1381725;0;0;1373705;0;0;
75;1381725;0;0;1374195;0;0;
76;1381725;0;0;1374665;0;0;
77;1381725;0;0;1374860;0;0;
78;1381725;0;0;1375005;0;0;
79;1381725;0;0;1375215;0;0;
80;1382835;0;0;1375400;0;0;
81;1384215;0;0;1375815;0;0;
82;1384215;0;0;1376710;0;0;
83;1384215;0;0;1377315;0;0;
84;1384215;0;0;1377585;0;0;
85;1384215;0;0;1377585;0;0;
86;1384215;0;0;1377765;0;0;
87;1384215;0;0;1377885;0;0;
88;1384215;0;0;1378680;0;0;
89;1384215;0;0;1378875;0;0;
90;1384470;0;0;1378875;0;0;
91;1384470;0;0;1378875;0;0;
92;1384470;0;0;1379075;0;0;
93;1384470;0;0;1379265;0;0;
94;1384470;0;0;1379265;0;0;
95;1384470;0;0;1379265;0;0;
96;1384470;0;0;1379265;0;0;
97;1384470;0;0;1379265;0;0;
98;1385370;0;0;1379625;0;0;
99;1385685;0;0;1379970;0;0;
100;1386360;0;0;1380165;0;0;
101;1386360;0;0;1380375;0;0;
102;1387860;0;0;1381410;0;0;
103;1387860;0;0;1381410;0;0;
104;1387860;0;0;1381725;0;0;
105;1387860;0;0;1381725;0;0;
106;1387860;0;0;1381725;0;0;
107;1387860;0;0;1381725;0;0;
108;1387860;0;0;1381725;0;0;
109;1387860;0;0;1381770;0;0;
110;1387860;0;0;1382325;0;0;
111;1387860;0;0;1382325;0;0;
112;1387860;0;0;1382475;0;0;
113;1387860;0;0;1382475;0;0;
114;1387860;0;0;1382835;0;0;
115;1387860;0;0;1383225;0;0;
116;1388370;0;0;1383975;0;0;
117;1390245;0;0;1384170;0;0;
118;1390245;0;0;1384170;0;0;
119;1390245;0;0;1384215;0;0;
120;1390245;0;0;1384215;0;0;
121;1390245;0;0;1384920;0;0;
122;1390245;0;0;1384920;0;0;
123;1390245;0;0;1384920;0;0;
124;1391070;0;0;1385235;0;0;
125;1391070;0;0;1385370;0;0;
126;1391070;0;0;1385370;0;0;
127;1391235;0;0;1385685;0;0;
128;1391235;0;0;1385715;0;0;
129;1391370;0;0;1386120;0;0;
130;1391820;0;0;1386360;0;0;
131;1392195;0;0;1386595;0;0;
132;1392195;0;0;1386960;0;0;
133;1392195;0;0;1387545;0;0;
134;1392195;0;0;1387695;0;0;
135;1392195;0;0;1387860;0;0;
136;1392195;0;0;1387860;0;0;
137;1392195;0;0;1387860;0;0;
138;1392195;0;0;1387860;0;0;
