1;813615;0;0;596215;0;0;
2;855580;0;0;732400;0;0;
3;985800;0;0;838475;0;0;
4;1041780;0;0;921205;0;0;
5;1137210;0;0;989520;0;0;
6;1219640;0;0;1093470;0;0;
7;1235140;0;0;1154095;0;0;
8;1297160;0;0;1185285;0;0;
9;1297160;0;0;1208220;0;0;
10;1307135;0;0;1235140;0;0;
11;1307135;0;0;1247370;0;0;
12;1307135;0;0;1255175;0;0;
13;1307135;0;0;1259590;0;0;
14;1319470;0;0;1265160;0;0;
15;1319470;0;0;1272790;0;0;
16;1319470;0;0;1275440;0;0;
17;1319470;0;0;1283255;0;0;
18;1319470;0;0;1290525;0;0;
19;1319470;0;0;1291585;0;0;
20;1319470;0;0;1292745;0;0;
21;1319470;0;0;1294095;0;0;
22;1319470;0;0;1297160;0;0;
23;1321490;0;0;1301050;0;0;
24;1321490;0;0;1301200;0;0;
25;1321490;0;0;1301990;0;0;
26;1321490;0;0;1302485;0;0;
27;1321490;0;0;1302655;0;0;
28;1321490;0;0;1303275;0;0;
29;1326990;0;0;1306285;0;0;
30;1326990;0;0;1307620;0;0;
31;1330345;0;0;1308555;0;0;
32;1332445;0;0;1310885;0;0;
33;1332445;0;0;1312220;0;0;
34;1332445;0;0;1313425;0;0;
35;1332445;0;0;1313435;0;0;
36;1332445;0;0;1315030;0;0;
37;1338830;0;0;1316920;0;0;
38;1338830;0;0;1319345;0;0;
39;1338830;0;0;1320145;0;0;
40;1342670;0;0;1322220;0;0;
41;1344970;0;0;1323960;0;0;
42;1344970;0;0;1325660;0;0;
43;1348205;0;0;1327625;0;0;
44;1352835;0;0;1329470;0;0;
45;1352835;0;0;1330745;0;0;
46;1352835;0;0;1334770;0;0;
47;1352835;0;0;1336090;0;0;
48;1352835;0;0;1336120;0;0;
49;1352835;0;0;1336525;0;0;
50;1352835;0;0;1337175;0;0;
51;1352835;0;0;1337775;0;0;
52;1352835;0;0;1338545;0;0;
53;1352835;0;0;1341480;0;0;
54;1352835;0;0;1341820;0;0;
55;1352835;0;0;1342055;0;0;
56;1352835;0;0;1343170;0;0;
57;1355850;0;0;1343605;0;0;
58;1355850;0;0;1343850;0;0;
59;1356810;0;0;1346690;0;0;
60;1356825;0;0;1348310;0;0;
61;1356825;0;0;1348505;0;0;
62;1356825;0;0;1349355;0;0;
63;1360925;0;0;1350320;0;0;
64;1360925;0;0;1350320;0;0;
65;1360925;0;0;1350410;0;0;
66;1360925;0;0;1350735;0;0;
67;1360925;0;0;1350860;0;0;
68;1360925;0;0;1352255;0;0;
69;1361525;0;0;1352850;0;0;
70;1361525;0;0;1352850;0;0;
71;1361525;0;0;1352850;0;0;
72;1365730;0;0;1353370;0;0;
73;1365730;0;0;1353450;0;0;
74;1365730;0;0;1353720;0;0;
75;1365730;0;0;1354350;0;0;
76;1365730;0;0;1355210;0;0;
77;1365730;0;0;1356110;0;0;
78;1365730;0;0;1356810;0;0;
79;1365730;0;0;1356980;0;0;
80;1365730;0;0;1357340;0;0;
81;1365730;0;0;1357970;0;0;
82;1365760;0;0;1359050;0;0;
83;1366150;0;0;1360270;0;0;
84;1366675;0;0;1360925;0;0;
85;1366675;0;0;1361510;0;0;
86;1366675;0;0;1361510;0;0;
